,restaurant,type,price,rating,review,url
314,Sushi Dokku,Cuisine Japanese,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","Creatively adorned nigiri is the featured attraction at this hip sushi-ya that's all wood planks, stainless steel, chunky tables, and hefty benches. Just one piece of Sushi Dokku's supple cuts showcasing quality and technique is not enough-thankfully each nigiri order is served as pairs. Among the terrific selection, enjoy the likes of hamachi sporting a spicy mix of shredded Napa cabbage, daikon, and red chili; or salmon dressed with a sweet ginger-soy sauce and fried ginger chips. South Pacific sea bream is deliciously embellished with a drizzle of smoky tomato and black sea salt. Those who wish to branch out from sushi should go for tako yaki (crispy fried octopus croquettes), grilled hamachi collar, or a brownie-crusted green tea-cheesecake.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Sushi_Dokku-408504-41102
315,Greek Islands,Cuisine Greek,From 13 USD    to 24 USD,Good standard.,"This Greektown retreat sports multiple dining areas as well as a perpetually bustling bar. Diners sup among a Disney-fied décor of faux-terraces and balconies, overhangs topped by terra-cotta tiles, and a trellised ceiling entwined with artificial greenery. The chance of a courteous someone whose name ends in ""os"" attending to you is good, but it's the food that has kept the joint hopping for more than 40 years. Salads are crisp and refreshing, pan-seared cheese is flambéed tableside, and the fresh seafood doesn't disappoint: fish are grilled whole, filleted, and dressed simply with herbs, a few glugs of olive oil, and squeeze of lemon. Specialties include spetsofai, house-made sausage sautéed with onions and peppers in a red wine- and tomato-sauce.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Greek_Islands-268993-41102
316,High Five Ramen,Cuisine Japanese,From 13 USD    to 24 USD,Simple standard.,"This re-purposed industrial setting is a hipster dining hall serving two hot foodie trends under one roof. The bulk of the sprawling space is devoted to Green Street Smoked Meats, a barbecue joint where crowds of cool kids sit side-by-side downing beers and heaps of pulled pork, brisket, and Frito pie. More worthy of attention, however, is High Five Ramen, a downstairs nook where the queue for one of its 16-seats starts early. Once inside, slurp a bowl of the signature, crazy-spicy broth. Loaded with thin alkaline noodles, a slow-cooked egg, roasted pork belly, locally grown sprouts, and black garlic oil, this unique rendition is worth the burn. For sweet, icy relief, sip on a slushy tiki cocktail-then wipe your brow and dig back in.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-High_Five_Ramen-474209-41102
317,Little Goat Diner,Cuisine American,From 25 USD    to 49 USD,Good standard.,"Every Chicago neighborhood needs a good diner and in the booming West Loop, this enthusiastic homage to the reliable road trip stopover fits in perfectly. The décor gives a wink and a nod to classic design with retro booths, spinning chrome barstools, and blue-rimmed plates, but the top-quality materials keep it on the modern side. A morning-to-night menu of amped-up diner favorites can be had no matter the hour: craving a shrimp cocktail at 7:00 A.M.? Five jumbo fried shrimp wrapped in somen noodles are ready to go. The Goat Almighty burger lives up to its name with fatty beef brisket, saucy pulled pork, and a ground goat patty. Before hitting the road, grab a cup of Stumptown-and maybe a s'mores cookie-from LG Bread, the next-door bakery and coffee bar.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Little_Goat_Diner-399968-41102
318,Prosecco,Cuisine Italian,From 25 USD    to 49 USD,Very good standard.,"No matter the hour, it's always time for bubbly at Prosecco, where a complimentary flute of the namesake Italian sparkler starts each meal. This fizzy wine inspires the restaurant's elegant décor, from creamy pale walls and damask drapes to travertine floors. Sit at the long wooden bar or in one of the well-appointed dining rooms for a second glass chosen from the long list of frizzante and spumante wines. Hearty dishes spanning the many regions of Italy cut through the heady bubbles. Carpaccio selections include the classic air-dried bresaola as well as whisper-thin seared rare duck breast. Saltimbocca di vitello marries tender veal medallions with crispy Prosciutto di Parma and creamy mozzarella, with hints of sage in the tomato-brandy sauce.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Prosecco-281097-41102
319,Tre Soldi,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"Set a few steps above street level, Tre Soldi's tomato-red awning and floor-to-ceiling windows beckon Michigan Avenue shoppers and business lunchers. Inside, splashes of red-and-white allude subtly to those classic red-sauce joints complete with checkered tablecloths, but glossy ceramic-tiled columns and Italian stone floors up the ante. Rome and its surroundings inspire the menu and all-Italian wine list. Local Slagel Family Farm's beef becomes carpaccio, shingled on the plate and drizzled with tangy mustard aïoli, fresh parsley, and celery leaves. Thin-crust pizzas strewn with quality ingredients like cavolo nero, featuring caramelized onions and pecorino, are large enough to share. Finish with dark chocolate-hazelnut tarts, perfectly balanced by apricot jam.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Tre_Soldi-409368-41102
320,The Boarding House,Cuisine International,From 25 USD    to 49 USD,Good standard. Our best addresses.,"The long-awaited passion project from Chicago master sommelier Alpana Singh, The Boarding House has thrown its doors open to four floors of grandeur. The impressively shimmering wine glass clusters dangling in the first floor bar lead way to the upper dining room, which pulls out all the stops by virtue of its arched, mullioned windows and an installation made from more than 4,000 green wine bottles. Small and larger plates make sharing an appealing proposition. House-made tagliolini ribbons tossed with fresh peas, mint, and pickled ramps are bright and zesty. Garlic lovers use crispy chicken thighs to sop up every last bit of aromatic green-garlic pistou. Scoops of sour cherry gelée and merlot-chocolate chip ice cream crown rich brownies for dessert.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-The_Boarding_House-408499-41102
321,Momotaro,Cuisine Japanese,From 25 USD    to 49 USD,Good standard.,"Boka Restaurant Group's stunning West Loop canteen embraces a fantastical view of Japanese dining. An impressive selection of imported whiskies is listed on a retro-style departure board; a private dining room upstairs is styled to resemble a mid-century corporate boardroom; and a traditional izakaya beckons diners downstairs. Consistently packed, the AvroKO-designed space boasts numerous kitchens churning out a wide range of dishes. Creative bites abound in the chef's omakase featuring torched baby squid wrapped in nori. Then a Hawaiian seaweed salad with diced nopales may be tailed by robata-grilled Wagyu skirt steak with foie gras, shisito pepper, and yuzu kosho. The steamed yuzu pudding cake is just one example of the surprisingly strong dessert roster.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Momotaro-474210-41102
322,Nellcôte,Cuisine Italian,From 25 USD    to 49 USD,Good standard. Our best addresses.,"The orange canopy above Nellcôte's entrance and stylish plaque would not look out of place on the Côte d'Azur. Named after the villa where the Rolling Stones recorded their iconic Exile on Main Street, this West Loop rock star-decked out with a lacquered ivory bar, marble staircase, and antique chandeliers-feels like a playground for the glam. Vases of dried lavender evoke scents of the Mediterranean, as do the kitchen's creations, which feature homemade ravioli filled with favas, a poached egg, and parmesan broth. A hearty and succulent Berkshire pork chop with sweet roasted yams and spicy grated horseradish needs no sides; whereas black pepper semifreddo between chocolate shortbread is particularly memorable when paired with red wine-poached pears.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Nellcote-369072-41102
323,Maude's Liquor Bar,Cuisine French,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Don't be fooled by the aged patina of this sexy boîte: though a few items like the overstuffed curio cabinet and salvaged French metal chairs are true antiques, this chicly disheveled hang has been hiding out on West Randolph for only a few years. Contemporary and classic cocktails like a violet-tinged Aviator are served in champagne coupes, adding to the vintage atmosphere. Head to the second-floor bar to snack on oysters and frites, or fill up on Francophile comfort food under the glow of mismatched crystal chandeliers. Juicy, garlicky Toulouse-style pork sausage is served whole over bacon-stewed lentils, and smashed potatoes are rich with chicken jus. Sugar fiends will delight in the crème brûlée, which sports the perfect crackling sugar veneer.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Maude_s_Liquor_Bar-339787-41102
